song_name,song_id,duration,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,album_name,album_id,album_release_date,artist_name,artist_id
He Could Be the One,07HPV6hzecJmMJwsIX8YVU,180800,63,0.602,0.00154,0.894,0.0,0.433,-3.975,0.032,125.988,0.643,Hannah Montana 3,0bKrYLZrKCH5qGzgwPxLcl,2009-01-01,Hannah Montana,7nU4hB040gTmHm45YYMvqc
I'll Always Remember You,60c0p6GGnuwdKcQnmuM2zC,233333,63,0.418,0.0486,0.721,0.0,0.0984,-2.736,0.0383,144.063,0.233,Hannah Montana Forever,6FUFS9PRGUTyVrsltg1xji,2010-01-01,Hannah Montana,7nU4hB040gTmHm45YYMvqc
You'll Always Find Your Way Back Home,5MK1I5GUnP0Bfppb50ftP9,224187,51,0.578,0.0304,0.906,0.0,0.189,-3.673,0.0583,152.945,0.692,"Disney 2000s, Vol. 1",6IaStDegtGslQ7C2PQRfgl,2024-04-26,Hannah Montana,7nU4hB040gTmHm45YYMvqc
Ordinary Girl,2kIq7Oq6YNfdUuTrmPC4w1,177507,62,0.411,0.0265,0.847,0.0,0.222,-3.705,0.219,182.496,0.398,Hannah Montana Forever,6FUFS9PRGUTyVrsltg1xji,2010-01-01,Hannah Montana,7nU4hB040gTmHm45YYMvqc
"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",6Z0F3Mqj7tq1CBZo5qMlUg,174120,62,0.676,0.0512,0.861,0.0,0.0613,-3.645,0.0501,124.031,0.681,Hannah Montana,0TyDqWrWHzuyFjjnKqDClu,2006-01-01,Hannah Montana,7nU4hB040gTmHm45YYMvqc
Nobody's Perfect,7c223RltkvhN8wrxIqspM5,200827,58,0.594,0.0597,0.977,3.49e-06,0.309,-4.193,0.0647,131.98,0.793,Hannah Montana 2 (Original Soundtrack),2Kl34Wu4F27ptdgtUoErJs,2007-06-26,Hannah Montana,7nU4hB040gTmHm45YYMvqc
Rock Star,6KN9atd3DRhmSRWeCSKkkL,178560,58,0.483,0.00437,0.945,1.56e-06,0.364,-3.969,0.124,160.794,0.625,Hannah Montana 2 (Original Soundtrack),2Kl34Wu4F27ptdgtUoErJs,2007-06-26,Hannah Montana,7nU4hB040gTmHm45YYMvqc
Gonna Get This,1y6Y28gA3mNHSs7RDLrDKs,196867,55,0.676,0.0214,0.769,0.0,0.0797,-3.513,0.0464,100.02,0.781,Hannah Montana Forever,6FUFS9PRGUTyVrsltg1xji,2010-01-01,Hannah Montana,7nU4hB040gTmHm45YYMvqc
I Wanna Know You,6ftcAmQPmGbk7Gkr5MJe4T,166893,54,0.684,0.127,0.741,0.0,0.348,-3.892,0.0276,83.999,0.821,Hannah Montana 3,0bKrYLZrKCH5qGzgwPxLcl,2009-01-01,Hannah Montana,7nU4hB040gTmHm45YYMvqc
"If We Were A Movie - From ""Hannah Montana""/Soundtrack Version",52Dw5hXeylenurLTKoFJfZ,183293,53,0.608,0.00528,0.867,0.0,0.0643,-4.683,0.0307,94.008,0.866,Hannah Montana,0TyDqWrWHzuyFjjnKqDClu,2006-01-01,Hannah Montana,7nU4hB040gTmHm45YYMvqc
Leave It All To Me (Theme from iCarly) (feat. Drake Bell),7CMIy0uwXyeBv2MvaEUJM1,158413,54,0.233,0.00294,0.8,0.0,0.0594,-5.543,0.105,209.767,0.564,Leave It All To Me (Theme from iCarly) (feat. Drake Bell),5sqQDRCog2FN2BOjCfcO4O,2007-12-18,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
Kissin U,3pt4BDnaMo2vznoVSv7b2y,199693,49,0.624,0.0119,0.86,0.0,0.0598,-3.129,0.043,110.018,0.521,Sparks Fly (Deluxe Version),3Y5W2onbNSiRWSwROthGnH,2010,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
About You Now,3IVpF7FvRxuOFH9RvY4wrK,190560,44,0.489,0.00558,0.868,0.0,0.602,-3.8,0.13,164.98,0.658,iCarly - Music From and Inspired by the Hit TV Show,0xNAZJ9t4vyY9SNWoZ3rrx,2008,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
Shakespeare,2IwkPDzxR0aQ8qM4odZvtn,222067,41,0.427,0.0403,0.947,0.0165,0.105,-4.209,0.0815,134.95,0.322,Sparks Fly (Deluxe Version),3Y5W2onbNSiRWSwROthGnH,2010,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
Stay My Baby,0YonII18xBlXaIEy2wd4mh,185067,32,0.376,0.00207,0.939,0.0706,0.345,-4.482,0.105,177.895,0.689,iCarly - Music From and Inspired by the Hit TV Show,0xNAZJ9t4vyY9SNWoZ3rrx,2008,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
Raining Sunshine,6RM7qpuvKgEGX78QhmHfWg,224360,30,0.487,0.00274,0.778,0.0,0.128,-8.597,0.0479,130.095,0.385,Cloudy with a Chance of Meatballs (Original Motion Picture Soundtrack),02fC1zrM190lj46sEnBbVk,2009,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
BAM,6M7iyJAqzJ0THxkh2bwbQa,170933,30,0.678,0.00124,0.965,1.25e-05,0.0998,-4.125,0.0967,122.377,0.634,Sparks Fly (Deluxe Version),3Y5W2onbNSiRWSwROthGnH,2010,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
Disgusting,3jmdY3jGMYrtXpa47TmvIk,219507,30,0.695,0.0772,0.874,0.0,0.0474,-3.119,0.0542,121.97,0.744,Sparks Fly (Deluxe Version),3Y5W2onbNSiRWSwROthGnH,2010,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
Daydream,1ITDMBqHTsXzOtc2k5DGqp,189547,28,0.458,0.0587,0.947,1.2e-05,0.1,-3.645,0.0643,92.008,0.486,Sparks Fly (Deluxe Version),3Y5W2onbNSiRWSwROthGnH,2010,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
What Are You Waiting For,2xiBu4M0Pkjw8rVudA5ORV,215453,26,0.388,0.111,0.687,0.000208,0.157,-3.674,0.0349,150.809,0.137,Sparks Fly (Deluxe Version),3Y5W2onbNSiRWSwROthGnH,2010,Miranda Cosgrove,3SYGWAHCe31oykdeUPpoJp
Personal,33KJ2xFYONOlIYDBg6wPx8,198040,64,0.755,0.114,0.536,0.0,0.0282,-5.605,0.12,138.964,0.882,Talk To Ya - EP,0CKrROL2ULkLDpGx1kt6vP,2017-11-30,HRVY,28y6CyJNkGNjJQKrlx4AmN
All Or Nothing,2AcKLW30dJ03qXsGU3RehH,147973,63,0.598,0.173,0.783,0.0,0.0696,-3.908,0.0392,126.018,0.396,All Or Nothing,1RbpoiBzVURNZ86m1f32y5,2022-12-16,HRVY,28y6CyJNkGNjJQKrlx4AmN
Good Vibes,53kWAAfx7IopXRa31MQHB8,170280,58,0.558,0.274,0.877,0.0,0.162,-3.392,0.145,99.988,0.762,Good Vibes,4jNGoT2765DZqZA1rlT3DL,2020-09-04,HRVY,28y6CyJNkGNjJQKrlx4AmN
Don’t Need Your Love,7oEm5Q1virEUB9H0XjWZzF,201880,54,0.619,0.0632,0.881,0.0,0.103,-4.683,0.0834,160.145,0.769,Don’t Need Your Love,2e3TvxplnFh1HcFUcSe39u,2019-06-06,HRVY,28y6CyJNkGNjJQKrlx4AmN
Million Ways,3wuR0YSNdT9rgWfFi1lctv,169887,52,0.645,0.0312,0.803,0.0,0.13,-4.819,0.034,106.03,0.471,Million Ways,1xt2BkbHWFWZbQqP5iFHwe,2019-11-08,HRVY,28y6CyJNkGNjJQKrlx4AmN
Told You So,1uIwVtzdG5tZT32O9wdXk9,177013,51,0.745,0.0697,0.825,0.0,0.168,-5.413,0.0748,99.98,0.744,Told You So,3wWxDWxgdDiQOrkMnLXOf5,2019-04-26,HRVY,28y6CyJNkGNjJQKrlx4AmN
Be Okay,0RYE1h1i5s9iXwaAjcf5VY,141600,47,0.732,0.0169,0.555,0.0,0.153,-6.535,0.0781,100.066,0.614,Be Okay,6HlvjQ7eUBKvCJmYcSJZwR,2020-05-22,HRVY,28y6CyJNkGNjJQKrlx4AmN
1 Day 2 Nights,7bRu6qrKsJlwbxf04aZiTT,138200,48,0.747,0.0798,0.749,1.79e-06,0.318,-6.337,0.0558,121.964,0.914,1 Day 2 Nights,4HOViEGgltWnwKliaJHX1K,2021-06-11,HRVY,28y6CyJNkGNjJQKrlx4AmN
Younger,4D7ERaKgv8NAeck8RzUtRz,194721,48,0.784,0.286,0.845,1.59e-05,0.074,-2.793,0.0596,105.981,0.888,Younger,26IuzA897QHyOQVYBWXtTD,2019-09-06,HRVY,28y6CyJNkGNjJQKrlx4AmN
I Miss Myself (with HRVY),5YkmS18BehACOhIIeUqe6l,191612,47,0.72,0.0856,0.864,0.0,0.16,-3.249,0.208,96.048,0.659,I Miss Myself (with HRVY),0G0ho2sdOWIRRAh1PDTVFd,2019-05-03,HRVY,28y6CyJNkGNjJQKrlx4AmN
Breaking Free - Remix,5F9THWIuVBiMrwOT1Lb3VM,206693,6,0.58,0.0436,0.601,0.0,0.145,-6.456,0.0383,108.006,0.317,High School Musical 2 Original Soundtrack,2sTsLgySYU26Ja6L5hGfPW,2007-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
Gotta Go My Own Way,5rWIO1uP0GwAoU45RTBJ2F,222360,64,0.555,0.0864,0.692,3.25e-05,0.232,-4.767,0.0277,88.995,0.313,High School Musical 2 (Original Soundtrack),04Xde0FJSo4LVQ1GE36t49,2007-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
Can I Have This Dance,6YXG34IWbilypPwjBTOrUC,243773,64,0.555,0.203,0.619,0.0,0.265,-5.246,0.0296,136.069,0.426,High School Musical 3: Senior Year,6j8k5gIeWzXapGKTVaZzER,2008-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
What Time Is It,6NqfslFfCCOyBQ0Xw8kN8E,198000,57,0.742,0.122,0.913,0.0,0.329,-3.227,0.0773,116.029,0.704,High School Musical 2 (Original Soundtrack),04Xde0FJSo4LVQ1GE36t49,2007-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
30/90,55MIRLbZzpYSmMlRt9ZDWM,262505,59,0.466,0.0146,0.789,0.0,0.0637,-5.956,0.0663,175.772,0.36,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",4d1XaejoQ5r4jdkV8k5SNJ,2021-11-12,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
Just Wanna Be With You,3SMxd9vNy41n9Xk4UFw36S,156187,58,0.547,0.312,0.723,0.0,0.112,-4.804,0.0323,102.003,0.377,High School Musical 3: Senior Year,6j8k5gIeWzXapGKTVaZzER,2008-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
"Right Here, Right Now",5EBd8sbeMSyIotWaMnR7s4,235733,57,0.562,0.328,0.797,0.0,0.0752,-5.386,0.0356,110.049,0.296,High School Musical 3: Senior Year,6j8k5gIeWzXapGKTVaZzER,2008-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
When There Was Me and You,1LxcCsgkHJTcUZ7AUorzd2,180440,54,0.567,0.0417,0.742,0.00026,0.109,-5.586,0.0383,119.93,0.261,High School Musical,4dOvFkIgrb6b9zCcGfCcci,2006-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
Therapy,1iFgG6BeEPTbXsAok6zYxR,164164,56,0.554,0.207,0.593,0.0,0.0529,-5.492,0.215,147.743,0.618,"tick, tick... BOOM! (Soundtrack from the Netflix Film)",4d1XaejoQ5r4jdkV8k5SNJ,2021-11-12,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
Say OK,73qbBlEAcm2HfnAaSnP1II,221867,55,0.469,0.00607,0.689,0.00119,0.114,-7.017,0.0475,126.505,0.531,V,2OUapAEqOnhcOZExGIBPLh,2006-01-01,Vanessa Hudgens,6G9bygHlCyPgNGxK2l3YdE
Sofia,7B3z0ySL9Rr0XvZEAjWZzM,188387,79,0.744,0.598,0.619,0.00372,0.231,-9.805,0.039,112.997,0.641,Immunity,4kkVGtCqE2NiAKosri9Rnd,2019-08-02,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Bags,6UFivO2zqqPFPoQYsEMuCc,260520,77,0.742,0.172,0.546,0.38,0.115,-7.694,0.0315,104.996,0.868,Immunity,4kkVGtCqE2NiAKosri9Rnd,2019-08-02,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Sexy to Someone,2Nq4SFbvYYZa8AF7lD7CWU,207796,77,0.716,0.338,0.545,0.00344,0.101,-6.949,0.0329,98.232,0.82,Sexy to Someone,281y6GLUpFfmSyBO7JMLfU,2024-05-23,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Bubble Gum,3zksbXteOCeSusJ5Xltr3t,175961,76,0.509,0.979,0.0167,2.72e-05,0.387,-24.639,0.115,207.97,0.229,Bubble Gum,4IlnBRDEsHcr9EWxmbgMC2,2019-02-22,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Flaming Hot Cheetos,1F6IbA7di42uPc3cff8PXV,123884,74,0.817,0.865,0.551,0.000151,0.101,-9.33,0.133,109.966,0.142,Flaming Hot Cheetos,12pkuSY7Cy2sc5Ix0XIYIE,2017-06-14,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Glue Song (feat. Clairo),0tMMPZEt6Gyrl9FI8zSicm,135067,74,0.621,0.778,0.393,0.00703,0.104,-9.553,0.0275,113.925,0.53,Glue Song (feat. Clairo),6iyBE8qGDt42MyBvtPNuMk,2023-04-17,Clairo,3l0CmX0FuQjFxr8SK7Vqag
4EVER,5mIOsPuQdXchVY0jB5NO9Q,159595,73,0.75,0.049,0.585,0.00552,0.155,-7.576,0.0285,102.331,0.584,4EVER,7E5bHNtTN25JAw8vJALDz9,2018-04-27,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Pretty Girl,0KyAGiNGUytG5JLxJu4F6l,178352,72,0.93,0.593,0.611,0.00124,0.0592,-4.406,0.0415,112.127,0.695,Pretty Girl,3nkwKrSQJ9l84VV8uuymk9,2017-08-04,Clairo,3l0CmX0FuQjFxr8SK7Vqag
Amoeba,0HAqq2GcQKyi3s87GuN7jU,228922,70,0.739,0.791,0.491,0.0366,0.1,-11.515,0.027,111.008,0.707,Sling,32ium7Cxb1Xwp2MLzH2459,2021-07-16,Clairo,3l0CmX0FuQjFxr8SK7Vqag
How - demo,2lO8mP1QvI7RizGcBYQ7Mx,127040,69,0.649,0.766,0.428,0.00294,0.0816,-4.584,0.0313,77.057,0.514,diary 001,3NEDQmYF1roygFssVEwkwv,2018-05-25,Clairo,3l0CmX0FuQjFxr8SK7Vqag
This Town,0qvzXomUDJVaUboy2wMfiS,232852,79,0.677,0.712,0.401,0.0,0.116,-8.467,0.0308,111.825,0.195,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,2017-10-20,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Slow Hands,2cOUlop2ZakjOKe4WinesN,188174,76,0.735,0.011,0.425,0.0,0.055,-6.648,0.0464,85.896,0.848,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,2017-10-20,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Heaven,5FQ77Cl1ndljtwwImdtjMy,186043,74,0.569,0.0739,0.758,0.0,0.326,-3.423,0.025,91.986,0.703,The Show,7CwQcswdSnPsSwQtskEmT4,2023-06-09,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Moral of the Story (feat. Niall Horan) - Bonus Track,5v6qYImm5k36GHlFxdEZyv,198515,68,0.579,0.496,0.37,0.0,0.221,-8.9,0.0383,119.799,0.216,Ashlyn,5eCmZVM5Kspu2B1cyVdSqq,2021-05-07,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Put A Little Love On Me,7LyBwug9tJgbaEzRCqtY78,224586,65,0.588,0.671,0.471,0.0,0.105,-4.908,0.0262,95.973,0.262,Heartbreak Weather,5gdoRB1AUsGnScCuZ8gmPp,2020-03-13,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Nice To Meet Ya,0DrFTaAX2srXPkuag35djb,158805,63,0.591,0.0119,0.841,0.0,0.395,-4.351,0.0304,109.031,0.392,Heartbreak Weather,5gdoRB1AUsGnScCuZ8gmPp,2020-03-13,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Meltdown,0hIDcUm3mJEn4gNo2ocLM5,153038,65,0.591,0.00624,0.857,0.0,0.368,-4.089,0.0577,89.511,0.802,The Show,7CwQcswdSnPsSwQtskEmT4,2023-06-09,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Our Song,3fGW43fnu3OHEw6ohTC2Bw,163733,60,0.572,0.127,0.759,0.0,0.224,-4.312,0.0506,80.95,0.519,Therapy,4AeowfpQNCScPBpPhnovKM,2021-07-23,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Too Much To Ask,39jXnbACjiaiTwwhsr5sY5,223044,64,0.443,0.371,0.533,0.0,0.128,-6.548,0.0396,77.344,0.201,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p,2017-10-20,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Black And White,7rpNuuoMbid56XkDsx2FjE,193090,65,0.443,0.0302,0.582,0.0,0.127,-6.015,0.0482,147.587,0.233,Heartbreak Weather,5gdoRB1AUsGnScCuZ8gmPp,2020-03-13,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4
Malibu Nights,0Eqg0CQ7bK3RQIMPw1A7pl,286928,72,0.559,0.701,0.422,1.99e-06,0.0853,-11.89,0.195,74.002,0.191,Malibu Nights,6SWmGozzQDUaczHXMuE8Za,2018-10-05,LANY,49tQo2QULno7gxHutgccqF
Mean It,6mXdCcFnPKQznj4CmMRmHC,232853,71,0.747,0.0407,0.45,0.0,0.17,-8.543,0.0919,96.001,0.329,~how i'm feeling~,3ZuE680xhR1A4bCFGvL8mi,2020-03-06,LANY,49tQo2QULno7gxHutgccqF
13,0WOvSEVpUGkNufX0w0M06F,234818,69,0.784,0.69,0.539,1.75e-05,0.0367,-8.148,0.0628,133.963,0.697,LANY,0HiwsXForePsWdIZW6EEkK,2017-06-30,LANY,49tQo2QULno7gxHutgccqF
'Cause You Have To,1GZnoLPpR9p2CwclsZnOXD,250596,68,0.453,0.555,0.5,0.000541,0.123,-8.153,0.0338,160.964,0.396,a beautiful blur,5w3zZsY4gg9M0L599NNmV2,2023-09-29,LANY,49tQo2QULno7gxHutgccqF
I Quit Drinking,6OcCk1dbAb7XNHsC098oEM,171200,68,0.607,0.394,0.418,0.0,0.182,-6.997,0.0363,95.002,0.386,I Quit Drinking,5c5S9cyjHKBQRm1DGU1E8J,2021-06-09,LANY,49tQo2QULno7gxHutgccqF
dna,2McTSCNNzxgDtAqiuibhPI,177382,67,0.693,0.251,0.572,0.0,0.116,-8.486,0.0467,100.074,0.519,gg bb xx,20tgAhlplT42WnAAC8Xndk,2021-09-03,LANY,49tQo2QULno7gxHutgccqF
ILYSB,2btKtacOXuMtC9WjcNRvAA,211150,66,0.636,0.468,0.623,0.00453,0.351,-7.016,0.0603,100.026,0.389,LANY,0HiwsXForePsWdIZW6EEkK,2017-06-30,LANY,49tQo2QULno7gxHutgccqF
Thick And Thin,3D110t9ctcoOoylXsc3iR8,212002,66,0.697,0.059,0.551,0.0,0.0762,-6.179,0.0282,99.996,0.339,Malibu Nights,6SWmGozzQDUaczHXMuE8Za,2018-10-05,LANY,49tQo2QULno7gxHutgccqF
pink skies,6BZ6pl5bczDc3cMF1kBaOy,185923,65,0.719,0.266,0.631,7.69e-06,0.134,-6.616,0.0433,103.968,0.466,kinda,42jFcn7WDz3hkdkEUUQaM7,2016-06-24,LANY,49tQo2QULno7gxHutgccqF
Thru These Tears,7GbAp0HKPQW7WnFJAzMoRk,204516,65,0.711,0.154,0.517,0.0,0.149,-7.695,0.0391,119.945,0.294,Malibu Nights,6SWmGozzQDUaczHXMuE8Za,2018-10-05,LANY,49tQo2QULno7gxHutgccqF
Who I Am,65YX6qx31L6SOQlrSMGYeM,245573,43,0.636,0.0773,0.763,2.65e-05,0.174,-5.588,0.035,107.26,0.756,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
Rose Garden,3qGH4u0Ul0D1LsyWVFvPzy,214640,28,0.856,0.0973,0.472,0.000426,0.0923,-6.294,0.0285,98.239,0.868,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
Last Time Around,5t2K6IIWfykn7Sdlz6KOkB,247413,27,0.584,0.000485,0.839,7.96e-05,0.5,-5.482,0.0394,128.3,0.814,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
Olive & An Arrow,6TiJKOkHgw8AtMeLXZdU9w,298987,26,0.694,0.0131,0.496,0.000144,0.369,-7.553,0.0292,118.287,0.292,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
Tonight,26pXKTKoqIJ2hkXbwCbQim,258933,25,0.578,0.00693,0.591,7.97e-05,0.201,-7.512,0.0247,140.265,0.349,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
Conspiracy Theory,4FFBrSDH8iaIEHprXVHm5l,226973,24,0.581,0.000197,0.954,0.0147,0.0765,-4.989,0.101,100.238,0.673,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
State of Emergency,4r3om7jXNWICOyA7WW7SSO,214733,24,0.618,0.0732,0.793,5.36e-06,0.209,-4.383,0.0343,92.174,0.793,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
Vesper's Goodbye,6KBHhQROmJLgxHxQ7dRIvZ,191693,23,0.689,0.182,0.316,0.000146,0.146,-8.453,0.044,76.177,0.284,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
Stronger (Back On The Ground),6dJzRiQH35LP7M7S01e8cb,294573,22,0.64,0.00395,0.678,0.000655,0.0671,-5.77,0.0266,90.224,0.627,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
In The End,3wnW7aDcFlFuaijt1lObPX,292467,21,0.666,0.357,0.355,0.0,0.181,-9.067,0.0291,103.21,0.158,Who I AM,5ujKKeQEPzfCsDbrv7ZRBU,2010-02-02,Nick Jonas & The Administration,6dse9FDodKw65ZQoLjE5F1
we fell in love in october,6IPwKM3fUUzlElbvKw2sKl,184154,83,0.566,0.113,0.366,0.181,0.155,-12.808,0.028,129.96,0.237,we fell in love in october / October Passed Me By,7vud0sY43VTv28MbWiglDa,2018-11-21,girl in red,3uwAm6vQy7kWPS2bciKWx9
i wanna be your girlfriend,5PjdC2gMATetx5xdnwGUu7,204991,74,0.541,0.0215,0.382,0.000836,0.304,-14.323,0.035,155.901,0.343,i wanna be your girlfriend,14cEutEbb3i2vDp3ZopdJf,2018-03-02,girl in red,3uwAm6vQy7kWPS2bciKWx9
You Need Me Now? (feat. Sabrina Carpenter),34qaGPDvfWqp3F4iD5nGhf,186378,69,0.543,0.00397,0.854,0.0,0.0335,-4.4,0.172,144.037,0.644,I'M DOING IT AGAIN BABY!,5QaKu3YoUJNglyaKixaegf,2024-04-12,girl in red,3uwAm6vQy7kWPS2bciKWx9
bad idea!,57j65yC2HggQfmYNc6rdOK,219638,72,0.513,0.0289,0.807,0.0548,0.246,-6.095,0.0481,162.026,0.419,bad idea!,4AEKKY9Sny3Uj6U3ELK4Sl,2019-09-03,girl in red,3uwAm6vQy7kWPS2bciKWx9
girls,04OSnqlwlBJMvidYccraVz,198400,69,0.518,0.23,0.447,0.0426,0.171,-14.461,0.0338,150.059,0.792,girls,0UvjTChu7cW8uJ6Cwp8173,2018-06-08,girl in red,3uwAm6vQy7kWPS2bciKWx9
Too Much,49oNAMh9RBScs4HXZJgvgl,183473,63,0.53,0.233,0.609,7.75e-06,0.108,-5.977,0.0625,161.973,0.378,I'M DOING IT AGAIN BABY!,5QaKu3YoUJNglyaKixaegf,2024-04-12,girl in red,3uwAm6vQy7kWPS2bciKWx9
midnight love,32XaqPVTVkkuOiOPQZ3SpA,193929,67,0.284,0.717,0.538,0.105,0.111,-9.894,0.0886,179.708,0.259,if i could make it go quiet,69p42ovQdwmYPLUsAQpeNn,2021-04-30,girl in red,3uwAm6vQy7kWPS2bciKWx9
summer depression,3SEZEyvEALlomED5xFeqOs,151693,64,0.693,0.645,0.308,0.476,0.127,-15.635,0.0442,129.943,0.677,summer depression,1zkm5i2BQpuDLJrIJy12VR,2018-03-03,girl in red,3uwAm6vQy7kWPS2bciKWx9
.,4r1AqGpB9YrXV2ivcrqfJY,166240,64,0.451,0.0838,0.907,0.832,0.137,-7.362,0.291,151.988,0.317,if i could make it go quiet,69p42ovQdwmYPLUsAQpeNn,2021-04-30,girl in red,3uwAm6vQy7kWPS2bciKWx9
October Passed Me By,0AjcdGri5vhJsmZnduCEqd,165746,63,0.513,0.747,0.372,0.0572,0.102,-13.005,0.042,78.036,0.218,October Passed Me By,6XtlrNlPUFHcpLS7ImjG3E,2022-10-14,girl in red,3uwAm6vQy7kWPS2bciKWx9
If the World Was Ending (feat. Julia Michaels),77MdvMx9L4ZQuLhhn3o21h,209493,73,0.429,0.866,0.486,0.0,0.0982,-9.971,0.101,146.99,0.661,Dangerous Levels of Introspection,538BxdI7oOQykSkEtyjhUD,2021-06-25,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,173307,76,0.516,0.662,0.467,0.0,0.0853,-6.184,0.0302,132.861,0.386,Inner Monologue Part 1,1xJ7jIK1tT0aVoJw1fPE6r,2019-01-24,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Issues,7vu0JkJh0ldukEYbTVcqd0,176320,74,0.728,0.401,0.415,0.0,0.0616,-6.852,0.0639,114.145,0.455,Nervous System,1qyjZGIeeLJlXbYWuoloWj,2017-07-28,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Hurt Somebody,2Zg0aB5oVQlbQE1vzQmIIY,167107,71,0.638,0.344,0.51,0.0,0.212,-6.485,0.305,114.576,0.448,Busyhead,3DNQrMjvVGiueVrj1qquJd,2019-06-14,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
Heaven,6eJ2rRy68QOduhNLW3M1Yy,191813,66,0.554,0.855,0.371,0.0,0.0838,-9.104,0.0361,199.828,0.245,Amethyst,51jD9mF5wg2WMBd4xVeYTi,2023-08-15,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
I Miss You (feat. Julia Michaels),0Ult84lvFuqNvbyXwyRQ58,205987,65,0.693,0.299,0.624,7.64e-06,0.0955,-7.482,0.0448,105.002,0.369,What Is Love? (Deluxe Edition),1MvF4ulZKH7SaDQs9rE5nc,2018-11-30,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
GONE,2LCGFBu1ej6zt4r1VGPjny,246119,65,0.564,0.515,0.373,0.0,0.0995,-6.218,0.0408,80.088,0.458,HOPE,6zaisPwfcIAfdUGPj3mmGY,2023-04-07,Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m
